Review-Text,Review-Date,Star-Rating,Web-Site
It has great buying experience for me with their services it 2 litre multi jet Diesel engine is very power with a great pick up it has good breaking system it service and maintenance is go some costly but it can in budget it is featured car in safety.,"February 01, 2019",5,carwale.com
Nice looking jeep nice servicing best and good maintenance ce. Very very very nice ang good looking car so I m puricing this car and I a. very happy and jeep looking bEst and good,"May 24, 2019",5,carwale.com
"I have driven this SUV for 9000 Km and had an awesome experience. Control of vehicle is excellent and have driven upto 200km/hr. Drove to Manali , Jaisalmer and Dhanaulti when it was snowing, control is excellent and pick up is anytime better than all the SUVs in the segment. Had an issue of clutch which was replaced promptly and after sale service is OK as is the case with most of the makers. Mileage is about 12-15 km /l but with AC on and Indian roads condition I think it is good. Driving comfort is good and performance is good in off roading too. It is good for family of four for long drive.","January 13, 2019",4,carwale.com
When u think about SUV it's a little confusion but after visiting the showroom you would like jeep compass a lot as it provides a number of features and at affordable price. So it's a must buy.,"June 05, 2019",5,carwale.com
1. Buying experience is very good showroom. 2.Riding experience is awesome when I drive the car feel like Great. 3.Jeep compass looks amazing when buying this car and my family see this car looks everyone is so happy and smile this car looks and performance is perfect.. 4.servicing and maintenance good and I m satisfy servicing. 5.pros and cons are great..,"December 19, 2018",5,carwale.com
When our family ready to purchase a new car.I saw many car but I saw jeep compass that car made me love at first sight .After wards I compared jeep compass with other car its engine perform is very very good.After I am going to test drive the riding experience is awesome i cant able to feel that experience in any other car that was a beautiful moment. Its look like 4seater suv its performance is highly comparable to highlend cars .company service and care about our car is mostly attractable. Thank you.,"March 21, 2019",5,carwale.com
"Very poor handling, cnt affordable jst drinking petrol, very noisy, gear box not smooth, looks zop Okk, pls dnt purchase, go for German giants, the price bracket may be more, but u ll not regret","September 16, 2019",1,carwale.com
Pros - It has a powerful and punchy engine with an amazing build quality. Good Interiors. Superior ride quality and handling. The design is simply spectacular. Cons - Small screen size for ICE. Sunroof is not available. Dummy buttons. a great vehicle with an awesome build quality and high safety standards. Great to drive on the highway with excellent ride and handling. Great Build Quality - Excellent exterior and Interior Quality. Finish - Harman excellent music system - only in a segment with 50 security features as a standard.....,"November 14, 2018",4,carwale.com
Buying experience: I bought my Car from landmark Gurgaon. The salesperson was good but the company is very rigid about discounts or they didn't provide any additional accessories.,"April 15, 2019",1,carwale.com
1. People at franchise are really helpful. They have explained about various choices of the car. 2. Excellent driving experience and its a driver's car. Only draw back is Ac not that powerful. 3. Looks and performance is top notch. It's the best body at that price 4. Good and cheap 5. Cons are ac and interiors,"January 15, 2019",4,carwale.com
"The Compass has been an amazing car to drive around especially in the highways. The looks are worth the buck and its handling is something worth mentioning.Though it lacks a cruise control unlike most other cars in the segment, Jeep has made sure that the interior features are not disappointing.Another highlight of the car is its Audio system , with the deep bass and clear audio.Overall its a midsized SUV with great reliability and good performance.","October 27, 2018",5,carwale.com
can beat q3 in performance and also for price only need to change the internal plastic quality never mind when you drive it you will enjoy it everytime . and at the end they should get more refined audio system,"March 01, 2019",5,carwale.com
Good car exterior and interior nice and seats are comfort dual colours looks very nice n luxurious showing powerful engine but airbags only 2 in limited automatic petrol car that’s drawback,"May 15, 2019",4,carwale.com
"best suv car with 4WD amt dile 5 speed transmission with sunroof i loved this car with reverce cam an with hd display and in budget of 15.59 lack and with fog lamp and can be driven any where like snow,sand,mountain etc.","February 26, 2019",5,carwale.com
"I think they could have provided more features which are available in cars of lower segment namely cruise control auto headlamps etc. though engine in this car is a gem, once the turbo kicks in you are gone. Jeep is a jeep at the end of the day. Cost though is on a little higher side and an auto is missing on the diesel plant.","January 15, 2019",4,carwale.com
"Buying experience: Very good ...........,...........","March 05, 2019",5,carwale.com
"Awesome auto to drive. The colour varient is good and value for money. when i will make the money i would buy jeep compass and care it for with in my life time. I have started my driving lessons from another jeep , Mahindra 545 major. Therefore the name its self also amazing to me.","May 17, 2019",5,carwale.com
"Jeep Compass is an excellent SUV which scores on safety features and excellent all round performances. Jeep Compass is an excellent highway cruiser. Jeep Compass comes with safety features such as traction control, rollover mitigation, ESP, Electronic Parking Brake, Hill Assist, Hill Descent Control as standard. Jeep compass build quality, interior design, and quality are top notch. There are some pros and cons of Compass as follows:- PROS 1. Class leading off roading capabilities 2. The engine is extremely frugal and responsive 3. Dominant seven-slat grille, the sharp portions and the rectangular arches have succeeded in catching attraction of many Indians. There are a lot of Compass Customers in India who praise its design more than anything. 4. Owing to off road characters, compass gets four driving modes in its selec-Terrain all-wheel drive system such as auto, snow, sand, and mud-the system adjust the engine mapping and traction control to move easily over the selected terrain. 5. The individual Suspension set up of the Jeep Compass further increases its off road capability. 6. Plastic quality and material used on the Compass are extremely superb and best in class. CONS 1. Missing some features. 2. Poor near seat comfort feels claustrophobic and not good for three adults. 3. Too much expensive. 4. 7-speed DCT automatic gearbox is not ver smooth, quickest and lacks punch. 5. Engine is quite noisy its silent in diesel engine. 6. The brakes are good, but while slowing down it lacks the necessary bite for sharp and effective braking.","August 03, 2019",4,carwale.com
"I bought a Jeep Compass Longitude optional a year back in Sep 2017 and was enjoying my rides like any other users, the overall performance of the vehicle is as good as expected, BUT when I went for the service my overall experience is turned down. I met with a minor accident and went for servicing the car at TURBO auto in Vijayawada, Andhrapradesh as I have only one choice in this city and they informed me that radiator and inter cooling system needs to be replaced along with the front bumper. It took 11 days for them to complete the work as I understood that the time would take for them in general is not more than 2 or 3 days. the reason as I understood is the spare parts was not being maintained by the service centres and I wonder the first thing that will get damage is the bumper and radiator when a car meets with the accident. Though I got the comprehensive insurance, when went to take the vehicle for delivery I was asked to pay 8600 Rs additional amount as they installed a bumper with chrome which they claim is not covered by the insurer (Bharathi Axa). which after enquiry with the service advisor understood that the part which the service centre guys ordered somehow changed ( I wonder how this could happen for a service oriented industry's these days) and when I denied to pay for what I have not asked neither chose the service centre guys denied to deliver the vehicle and asked for one more day to remove the chrome from the bumper to and deliver the vehicle and I have to leave the vehicle again at service centre to fix the right one. So after all these experiences I wonder why I chose a vehicle which is good to drive but very bad when you have to get it repaired.","December 06, 2018",2,carwale.com
Buying experience: Excelente ,"May 01, 2019",5,carwale.com
"Engine very smooth and high power torque good suspension excellent road grip heavy build quality and all is above very awesome vehicle Jeep Compass Limited plus 4x4. Jeep Compass ic India's first are segment first technology 20 Above So, then Saftey features is segment first 50 above Above... Over all below 30 Lakh investment india best REAL SUV the only one Jeep Compass..","June 26, 2019",5,carwale.com
"Awesome car ,superb suspension while rough driving , good wild adjuster, nyc pick up i like car so much and its my best car ever engine performance is so good 2ith nyc milage . It comfortness is gorgeous....","February 15, 2019",5,carwale.com
"Jeep has introduced there limited plus variant in Indian market. Jeep compass has 2.0l multijet engine that produces 171bhp and 350Nm of torque that is impressive in this segment and powerful in its segment. In the interior it has got many features like 8 inch touch screen infotainment system with reverse parking sensors with camera. It has segment first features like panaromic sunroof and electronic parking brakes. Now it gets 18 Inch alloy wheels. It's has jeep DNA feel this SUV feel more planted. It has also got frequency adaptive suspension system, keyless entry, ABS, EBD, TCS and six airbags. The build quality is best in its segment. The suspension setup is also good and soaks up bumps very easily. This car has dual zone climate control system and electric seats with memory function also first in class. The only cons that I don't like is its ground clearance only 178mm. It's competitors offers far more ground clearance. But it also got 4*4 system and it can do offroading very well because of the jeep DNA.","April 08, 2019",4,carwale.com
"This car is rubbish! I have it for two years first there was water seepage in lights got them changed now have brake discs completely corroded and company not covering it stating its wear and tear! This is the first time i have come across a car where brake discs have worn out before brake pads in just 21000 kms. Response from the company is hilarious “mostly corrosion of car happens due to extraneous factors such as humid conditions, exposure to rains, washing of car” i mean if they were not prepared for such conditions in India shouldn't be selling it here! Avoid Jeep from experience! Mopar service it utters rubbish they should have checked car before delivering it just got serviced within 500 kms this issue arose, I don't believe rusting happened in 15 days!","November 02, 2019",1,carwale.com
"I drove this Suv, it was the best experience in my life while driving any SUV it's features and handling are the ace of the segment this was the mind-blowing experience, I am not aware of the service and maintenance which goes totally negligible in front of the style and features. Suv gives the muscular add on style to my personality which is the best part and I am totally Amazed while watching the fuel lid which was open without a cap is it a cost-cutting feature or publicity stunt.","November 30, 2019",5,carwale.com
All are Good nice to buy this car and a great experience for ur its looks grand and makes me happy we should have great experience in this car to drive vacation with family and also this car name is Jeep.,"December 22, 2019",5,carwale.com
"This car is fully loaded with features and in this price, no other company offers that. Mind-blowing power this car has it doesn't matter at how much speed u are driving the cabin that means inside of the car is fully quite and doesn't wobbles at 196km/h we have experienced it in the high way this car in one word is fabulous.","December 23, 2019",5,carwale.com
"Just exceptionally well designed and equipped car. Stands out in every market tantrum of any other brands, you just get what best you are in need. Most stable and driver oriented car in the segment. Jeep as a company does a very well job, best customer service so far. Car performs very well in any terrain, be it mountains, mud or sand. Definitely a tough piece of art by Americans.","October 24, 2019",5,carwale.com
Good for midware man I have a better experience for this car Latest-model very good Excellent car Interior very good& smooth Seat comfortable &adjastable Very nice looking Best in price,"December 20, 2019",4,carwale.com
I am very disappointed with the service they provided actually during last days of August compass got incident and there were solely minor cracks and damage even though to repair whole stuff they took to much time and my car is not even return to me now in September 22 very disappointed with their service and this cause me a lot of trouble due to which I denied to buy another car of jeep,"September 22, 2019",1,carwale.com
"Pros: great premium looks, excellent safety features. Smooth ride quality. Cons: I miss cruise control. Fuel efficiency Service/Maintainance; good so far. Day time running lamps could have been LED.","October 10, 2019",5,carwale.com
I have no words to say about this compass....... This is the most impressive with the view of my and I hope all people want this ...fabulous ..amazing. The first suv will be a compass in my life.,"December 20, 2019",5,carwale.com
"It's a wonderful car, nice to drive, wow amazing experience please buy this car such a wonderful experience please log in to Carwale. Com and buy as much as you can wonderfull excellent Experience","November 06, 2019",5,carwale.com
"I purchased Jeep Compass Limited Plus on 1st of July and within 15 days (vehicle not even driven 500 km and 300 km on 1st day) lot of annoying sounds audible from sunroof, dashboard, doors and now from suspension. Think 100 times before you purchase Jeep Compass (get trapped by false things and commitments of Jeep sales team) and if it is faulty then your hard earned money money is gone. From 15 days of post purchase I am experiencing the same daily They installed duplicate foot stap and got caught. Their act breached customer trust","October 08, 2019",1,carwale.com
I got a chance to Drive this Car. I got the Trailhawk DSG 2 ltr engine This engine Gives a lot of Power It's Really Awesome I don't have any words to Say About This Engine It's Really Awesome. Up to 2000 rpm There is a Lag but it's Pull so quickly and The Performance of this car absolutely Phenomenal. The 9speed DSG gearbox gives More performance And The hydraulic steering Gives a Lot of Confidence At high speed and The Main advantage of This car has No Body roll we Get Comfortable Riding In this car. And The Rear Passenger Gets Arm Rest and AC vents. If you Looking For an SUV go and Buy this. Features Panoramic Sunroof 8inch Touch screen With Android Auto And Apple Car Play With Navigation Dual-zone AC Auto Headlights and Rain Sensing Wipers Safety 6 Airbags Abs EBD TC Hill hold ETC,"November 06, 2019",5,carwale.com
"This is my dream car, and I'm so happy that I've bought it. riding it for the first time is Dream come true. very smooth at this price and,I think this is the best car in this price range.","September 29, 2019",5,carwale.com
I ride this car and enjoy a lot with its lots of features and comfort its a luxurious car ever I loved it ...its interiors and exterior design are amazing..no ones can stop ourself by looking and riding once...,"December 24, 2019",5,carwale.com
"Buying Experience: I just thought of upgrading my car and i looked for many options but all of us end up with Jeep Compass. Riding, Looks and Performance: I feel proud to be the owner of this 7 Grill, Macho look of this Car, yes many others are copying this style. I have bought the Car 4 Months back and had completed 5,000 plus km and found very impressive to drive and comfort. My longest trip was 1,800 km, I loved to drive more and more and my family felt very comfortable and no complaint even after travelling such a long journey. I think this is the one, i am looking for and would like to stick with Jeep and no further change or upgrade required for me.","September 18, 2019",4,carwale.com
"Buying Experience: I had a decent buying experience from Landmark Gurgaon. Although, they changed the delivery timelines twice but the Sales Manager was responsive, mostly. Riding Experience: Majorly, its been very good riding experience. On the Highways, its one of the best monocoque SUVs on the Indian roads. In city conditions, the ride can get a bit bumpy due to stiff suspension, however, there's a very reassuring feeling to be in this cabin. Looks & Performance: Looks for this butch SUV is the trump card. It looks premium and sure is a head-turner with those 18 inch alloys. For the performance, I'd rate this as a decent 4/5. Although, there's a bit of a lag initially (due to the turbo), however, if you get the hang of throttle response you can actually make the pick-up very linear. It has a very strong mid range and pulls very nicely for the weight of this car and never feels under powered. Service & Maintenance: I've got my car services once and the experience was fine. However, i believe there's an issue with the Battery from most buyers i have spoken to. Pros: Great looks, Safety features and robust cabin, convenient to drive with Automatic, fit & finish of the cabin Cons: Not great on Value for money especially compared to Kia Seltos, few key features missing in Indian version like Cruise Control, Fuel economy can be underwhelming for few for petrol auto.","September 23, 2019",4,carwale.com
This is the most comfortable. When I drive it i feel like that water spread in slop surfaces. When I finish my 800 k.m. Ride that I feel full energetic and body ache free drive and it's a.c. Is also good.,"November 22, 2019",4,carwale.com
"Very good looking, strong body material, full pickup performance, long drive performance good, Clutch very hard, average very low only 10 km per Liter, Tyre good quality The dashboard is excellent.","September 23, 2019",5,carwale.com
One word CARGASM. The way it delivers the power the way the turbo kicks is amazing. It lacks some features. If jeeps looks over it then it will be much better. But the performance no doubt. The best for performance. The suspension comfort is great.,"September 23, 2019",5,carwale.com
"Not satisfied.
Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.","Dec 07, 2019",1,cardekho.com
"Poor Build Quality
I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension.  Read More","Oct 08, 2019",1,cardekho.com
"Service issues
The car has very high service costs and also requires regular service. It costs me 2 lacs plus in last 12 months. I would not suggest buying this as this cost is not justified with the performance of the car. Complaints are not monitored by the company. They really don't care for your concern. Read More","Nov 22, 2019",1,cardekho.com
"Third Class Car;
I purchased the Jeep Compass limited plus model in May 2019. I drove this vehicle 7000 km only and it started creating problems like leaked diesel pump, engine problem such a 3rd class car it is. Read More","Aug 31, 2019",1,cardekho.com
"My Bad I bought Jeep Compass
The car is under a 3 year Warranty. But not Battery Not sure what more is not under warranty Average 9 km per liter of Petrol is a disaster as against 12 told while selling While buying the Showroom insurance rep asked me. 90000 plus, when I insisted on getting from outside, they dropped to. 58000 They charged me. 30000 for Nano paint and some not ...Read More","Jun 09, 2019",1,cardekho.com
"Jeep Compass
Hi I purchased Jeep Compass last year in July still 1year is not completed yet, and the car is creating so many problems in engine side like fuel pump failed and no parts available at service agency in Hyderabad. I suggest everyone not to buy Jeep Compass. Read More","Jul 12, 2019",1,cardekho.com
"Service is poor
am regretfully informing you that the jeep compass longitude petrol, I purchased on 26 February 2019 from your agency is showing electrical fault ''BREK LIGHT OUT '' FROM THE DAY IT DELIVERED I manage d to send the vehicle twice pathway from Bhopal to your workshop but unfortunately they failed to rectify the problem as the backlights are still not...Read More","May 17, 2019",2,cardekho.com
"BATTERY ISSUE IN 1 YR
We bought a Jeep Compass in Jan 2018. Its May 2019 and the battery died. There is no warranty! I'm shocked! Does battery die in a 1.5 yrs? We have had a Honda city for 12 yrs now and never had issues. Don't buy the Jeep unless you are willing to sign up for battery failure in a yr!!! Apparently, it's a common problem!!!! Also, any part issues — be ...Read More","May 13, 2019",1,cardekho.com
"Review of Jeep Sport Bedrock Petrol- Average Performance
I am using sport Bedrock petrol and it is felt that there is a serious lack of power thrust especially when you get a little rise on the road (going up from downside of the road). Also, Mileage I am getting in the city is around 8 KM/ L which is very poor compared to any other vehicle in this segment. Read More","Apr 05, 2019",3,cardekho.com
"Best Features
Superb SUV. Its top 4×4 model is very cool. Its features are the best features among all the SUV's which I have reviewed. And its look is very perfect. Its colour combination is very good. Read More","Apr 04, 2019",3,cardekho.com
"Jeep Compass
Jeep Compass is a bad car, it is not perfect for Indian road and the maintenance cost is very high.","Feb 13, 2019",1,cardekho.com
"Jeep Compass
Jeep Compass is a bad car, it is not perfect for Indian road and the maintenance cost is very high.","Feb 13, 2019",1,cardekho.com
"Shaft Problem
I purchased the Jeep Compass Diesel Limited Option model in 2017, I choose to purchase the Jeep for its Safety Features and so I bought the Top-End model, All was going well until Dec 2018 but one night of Dec 2018, I met with an accident. I was driving Jeep Compass with my friend at a speed of about 80 to 100 km/hr on this freeway suddenly my righ...Read More","Feb 03, 2019",1,cardekho.com
"Be Cautious while you Buy JEEP !!
I have bought JEEP Longitude (O) with paid Mopar Maintenance Package by August from an authorised showroom in Coimbatore. Poor Sales Team, no knowledge on the Car itself (lol) next is about Variants. Cheating on Money. I didn't get the Invoice for the Value that I have paid. Insurance amount has been doubled than the actual Insurance JEEP has provi...Read More","Jan 28, 2019",1,cardekho.com
"Bad quality of battery and rear seat.
I have bought jeep compass automatic in January 2018 my car is broke down exactly 375 days from delivery due to a battery problem. The company has given 3 years warranty on the vehicle, but battery (Exide) fitted in the car is very low quality and service center guys say only one year guarantee for Exide battery and you have to pay for it. The Exid...Read More","Jan 22, 2019",1,cardekho.com
"Petrol driking Mechine ( Avrage 5-6km/l)
My name is Johnson Correya and I currently reside in Powai (Mumbai). I have purchased a petrol model Jeep Compass Sports Variant with Manual Transmission. Before buying the vehicle, I had checked reviews on different websites about this vehicle and discussed the features with the sales team, especially with the salesperson from the Landmark Mumbai ...Read More","Jan 17, 2019",1,cardekho.com
"Petrol drinking car- (5-6km/l)
The buying experience was very bad. The only mistake I did, never checked the mileage of the car. I believed the sales person who told me the average mileage is 14-17km/L. The Jeep team is not ready to accept the mileage issues. I have sent several emails to the entire Jeep team and there were no reply and solution. I am getting an average mileage ...Read More","Jan 17, 2019",1,cardekho.com
"Don't buy jeep
Worst after sale services of the jeep. RSA of jeep crushed my jeep and now no one listening to buying is the worst decision.","Jan 11, 2019",1,cardekho.com
"Better options available
I took a test drive of Jeep compass petrol automatic (top end) and was surprised to find that the basic features of this car is missing at a price tag of 25 L. Pros Good build quality Comfortable Cons Basic features missing like LED headlamps, cruise control. Just 2 airbags Audio system is no better than Maruti's Spare wheel is of smaller size thus...Read More","Jun 09, 2018",1,cardekho.com
"Pathetic after sales service
The Jeep Compass is good at build quality performance which can be easily washed away when you compare the after-sales service experience.","Dec 06, 2018",1,cardekho.com
"GOOD to drive
I bought a Jeep Compass Longitude optional a year back in Sep 2017 and was enjoying my drives like any other user, the overall performance of the vehicle is as good as expected, but when I went for the service my overall experience turned down.   Read More","Dec 06, 2018",2,cardekho.com
